Cardiovascular Disease,Ozone,PM2.5,Diesel PM,Drinking Water,Lead,Pesticides,Traffic,Cleanup Sites,Groundwater Threats,Haz. Waste,Imp. Water Bodies,Solid Waste,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden
15.89,0.058,12.75120791,0.416,838.55,88.51,0.00,550.9859077,50.5,2.25,1.11,1,9.5,55,30.4,54.4,3.7,41.4
21.61,0.038,11.77535951,1.949,391.08,81.19,0.00,211.6913887,44.5,20.6,0.98,8,2.75,49.4,21.4,58.9,5.3,32.1
27.87,0.040,11.70376562,0.337,339.04,76.19,0.00,980.0530426,7,17.8,0.36,10,0,52.9,25.4,64.5,9.1,29.2
10.62,0.048,12.33647073,0.594,787.94,81.29,0.00,1241.496196,18.6,14,0.38,7,7,43.4,27.5,64.5,8.2,24.4
22.67,0.043,12.09830951,0.150,459.29,87.77,0.00,879.757827,10,19,5.655,7,1,42.2,18.2,63.4,6.8,26.3
14.89,0.043,12.14364358,0.332,280.67,63.15,7.61,1258.047934,15.75,23.3,5.585,7,4.75,30.4,8.8,58,9.9,32
22.77,0.046,12.09940492,0.327,787.94,90.67,0.00,694.4065848,35.75,0.3,1.17,0,0.7,62.9,26.4,63.6,9.2,30.3
11.33,0.056,11.99426857,0.338,827.85,85.75,0.03,2091.666854,29.7,79.75,0.52,3,2.5,47.9,22.4,51.4,8.5,27
19.91,0.044,11.96234496,0.128,787.94,89.89,0.00,946.2317225,6,6,0.695,0,15.2,34.7,12.1,52.3,7.9,38.3
19.06,0.061,11.84362669,0.137,726.64,63.58,0.00,1256.310174,18.5,7.8,0.57,0,2.25,47.7,31.8,65,9.3,45.1
20.4,0.060,13.75654525,0.414,733.95,71.82,0.00,712.3277096,3.4,8,0.365,0,0,42.4,20.7,77.1,17.3,34.5
16.1,0.043,12.01108536,0.702,373.79,92.58,7.15,1977.605847,8.25,56,0.52,0,4.5,48.3,27.2,47.2,5.1,26.6
19.05,0.047,12.07819852,0.813,501.40,90.89,0.00,3856.826903,17.45,42,0.395,7,0,51.2,24.8,42.8,12.3,25.9
16.08,0.050,12.20229619,0.584,795.82,89.01,0.00,1529.021674,25.5,51,2.81,0,10,45,16.5,33.1,7.5,15.2
10.54,0.057,11.89284869,0.636,678.33,69.82,0.30,2292.788282,21.9,112.65,0.745,3,0.2,44.5,34.6,61.4,14.6,33.6
19.38,0.061,11.85390933,0.111,726.64,60.76,0.00,1247.91131,9.35,9,1.21,11,4.5,40.1,18.8,55.7,3.6,35.3
18.24,0.059,13.11261367,0.303,709.43,60.81,0.15,729.5381365,27,2.25,0.835,1,3.2,37.1,25.8,67.7,12,24.3
22.32,0.044,12.0941273,0.089,787.94,87.09,0.00,676.0721954,0.95,10,0.125,7,7,49.6,16.2,61.7,15.7,39.6
17.12,0.046,11.68145712,0.051,389.85,87.32,21.79,670.708918,11.25,19.5,0.375,12,2,45.9,14.9,81.5,11.2,32.5
11.07,0.052,11.98082094,0.449,488.79,73.94,0.00,2264.840515,36.9,63.8,1.18,6,2,35.9,27.5,56.1,5.8,27.7
14.41,0.061,12.08262759,0.373,726.64,76.22,0.00,3893.945275,0.5,4.5,1.275,11,3.5,24.6,17.2,46.5,10.1,21.1
23.01,0.045,12.09489677,0.154,540.06,94.19,0.00,788.5604294,10.45,37.3,2.37,0,0.5,54.5,14.8,57.4,10.1,35.3
21.69,0.066,13.66583382,0.043,1022.63,74.15,4226.06,131.6550903,2.25,67.2,0.4,0,8,47.6,21.8,58.2,9.2,10.6
22.06,0.045,12.136112,0.372,540.06,94.82,0.00,807.6940767,88.75,8,9.99,0,10.2,54.3,23.2,68.9,11.1,34.8
16.69,0.055,12.00257511,0.300,818.62,80.18,0.00,2406.642418,53.5,341.85,2.27,10,7.25,44.4,18.7,46.4,5,16.9
20.9,0.044,12.07407493,0.412,733.43,82.04,0.00,468.3874688,48.35,8.5,1.41,0,0.5,48.1,12.3,61.1,13.7,30.9
23.93,0.046,12.03133345,0.106,663.66,79.18,0.00,1158.132247,16.35,8.5,0.82,7,2.5,44,21.3,67.7,6.8,32.2
9.35,0.049,13.26241232,0.640,787.94,74.79,0.00,2494.648197,45.95,36.3,6.795,8,1.2,35,23.3,53.2,3.7,30.7
12.87,0.047,12.08608968,0.466,471.41,82.32,0.00,2362.63245,15,17.5,0.81,0,4.4,41.6,12.2,61.1,10.5,31.4
23.51,0.066,15.6007239,0.514,780.03,68.52,1.34,696.4949013,14.6,1.5,2.845,0,0.25,45.8,14,62.6,15.6,22.9
20.14,0.045,11.99843255,0.616,787.94,91.68,0.00,3043.231559,5.4,1.5,0.18,0,0.8,45.2,26.8,68,9.4,31.5
14.54,0.045,12.03321154,0.620,712.21,68.27,0.00,3311.619175,62.25,83,5.285,10,17.25,23.1,15.6,28.5,5.8,18.1
20.48,0.043,12.25666707,0.232,339.04,88.55,3.29,743.463199,9,28.75,1.185,7,0.5,25.9,6.6,50.5,16.2,16.9
20.81,0.045,12.07274542,0.222,540.06,89.71,0.00,854.0064334,59.85,64.5,1.3,0,2,59.2,19,52.6,4.9,39.3
17.35,0.044,12.08913112,0.324,502.11,88.07,0.00,988.1238488,20.8,22.55,8.165,0,2,48.4,15.2,66.5,7,30.8
10.73,0.049,13.32985065,0.553,787.94,64.98,0.00,1563.55891,70.35,33.85,5.38,8,3.75,49.4,21.1,58.4,7.6,18.7
24.31,0.067,12.44342326,0.985,693.83,86.32,0.00,2510.906229,27.15,26.25,0.385,0,0,30.6,8.3,37.6,15.9,17.3
14.63,0.043,12.11872262,0.463,807.83,81.45,0.00,2667.957948,4,53.55,1.5,0,14.8,31.6,7,27.6,5.5,27.9
21.17,0.046,11.19814029,0.579,389.85,82.53,21.34,1394.73263,26.25,25.8,0.37,22,0,24.8,3.6,53,9.1,24.6
8.87,0.049,12.7350876,0.518,840.04,87.53,0.00,2434.411276,11,31.3,2.705,14,0,49.5,27.1,51.9,11.5,27.5
18.28,0.044,12.06300382,0.449,500.22,96.69,0.00,2827.882907,9.5,27,0.305,7,0.2,41.6,11.5,46.9,12.3,25
23.15,0.047,12.02588499,0.894,514.16,90.86,25.17,3653.600878,20.35,15,1.11,7,0.2,46,11.7,56.1,9.3,22
23.16,0.046,11.59562174,0.606,760.95,76.35,11.38,1329.485782,1.25,24.75,0.07,1,5,45.2,20.3,71.3,14.2,19.6
13.36,0.067,11.28546472,0.367,726.64,96.24,0.00,2260.072102,54.75,38.25,0.65,0,0.2,44.8,24.2,43.9,5.9,29.4
25.73,0.044,12.06896138,0.105,822.87,78.23,0.00,549.1181686,6.75,32.5,0.11,7,0.4,54.4,20.4,67.5,12.5,35.8
15.26,0.031,8.709957218,0.562,110.41,90.23,0.00,1717.311566,44.8,105.05,2.75,15,5.8,31,13.7,44.7,7.3,23
19.92,0.046,11.55212827,0.403,389.85,87.72,0.70,405.5401491,9.15,34.1,0.46,12,2.6,42.6,20.4,64.4,8.2,20.1
10.62,0.067,11.23023082,0.363,672.20,83.05,0.00,2115.630838,27.45,20.5,0.965,0,1.7,46.1,23.6,66.1,6.9,40.4
20.85,0.064,11.68435272,0.301,726.64,61.63,0.00,1190.090765,41,7.5,0.28,4,0,22.5,20,63.1,10.8,33.3
12,0.045,11.99449266,0.769,787.94,92.47,0.00,3324.181219,16.5,16.8,0.25,0,1.25,48.2,24.5,63.8,8.1,38.1
13.44,0.056,12.11875988,0.346,774.60,79.97,10.66,336.2833308,17.45,4.75,0.345,5,1.25,45.1,14.7,56.1,9.1,34.8
24.73,0.045,12.12263212,0.132,540.06,94.59,0.00,831.9389468,16.15,15,1.155,0,0.7,54,19.7,64.4,8.5,26.7
19.18,0.053,11.27859606,0.230,808.27,72.68,138.26,578.0383978,11,71,0.125,4,0,45.3,27.5,61.9,20.4,23.7
19.6,0.040,11.67703568,1.007,339.04,89.58,0.00,2340.123353,0.7,9.5,10.555,10,9.2,42.5,25,57.2,9.3,29.2
16.64,0.050,12.13544749,0.500,678.37,81.15,0.00,1346.099356,8.6,24,1.82,0,6.7,41.5,22,39.8,8.7,18.8
23.93,0.046,12.01972823,0.116,639.06,87.12,0.00,1071.674863,14.65,17.05,0.375,7,2,42.6,21.7,59.9,9.1,20.4
27.88,0.044,12.11496733,0.475,787.94,91.37,0.00,3411.112037,5.4,6,0.045,0,0.7,46.1,19.7,78.5,8.1,39.9
20.35,0.047,12.00080859,0.256,514.12,80.25,25.97,846.9770771,9.4,0.6,0.36,10,2.2,46.4,13.7,58.8,5.5,30.9
18.39,0.045,12.07030248,0.440,751.55,94.02,0.00,1022.731152,83.05,13,0.435,0,1,48.8,23.8,56.7,13.1,24.1
16.49,0.047,12.04309152,0.451,471.41,75.37,0.00,3993.075807,37,16,1.62,0,1,32.3,17.9,39,6.7,25.3
14.78,0.058,11.95834831,0.475,745.19,65.74,0.12,2317.227733,12,25.75,0.265,3,0,28.9,23.7,34.4,8.6,20.5
20.24,0.047,11.22920627,0.272,389.85,50.30,0.00,1398.631168,15.5,20,0.5,12,8.25,46.9,17,56,4.1,25.6
14.22,0.047,12.22607702,1.138,787.94,66.76,0.00,2299.077818,6.8,22.5,1.17,0,0,30.2,18.4,62.2,NA,32.4
15.5,0.056,12.04991184,0.295,821.08,65.79,3.12,653.6300379,31.1,15.8,0.305,6,0,42.4,20,51.8,9.1,18.4
18.54,0.040,11.70913172,0.190,339.04,86.14,0.00,835.0445932,4.5,17.25,0.935,10,10,40,18.1,52.2,4.7,31
18.28,0.044,12.05769894,0.397,357.93,76.43,0.00,3428.127249,11.8,30.25,1.895,7,13.5,47.4,14.3,60.5,4.8,24.3
12.37,0.064,13.56170465,0.091,868.20,70.54,4139.86,850.3609384,17,104.05,0.035,3,0,46.5,26.2,72.1,10.4,20.9
21.48,0.064,11.50132407,0.162,726.64,74.65,0.06,1847.598501,36.5,27.25,0.195,0,2,27.6,21.8,30.7,8.9,21.8
21.61,0.040,11.73890922,0.380,391.08,87.08,0.05,1141.661085,9.45,14.25,4.235,0,9.75,49.3,9.5,46.7,8.7,32.5
22.26,0.043,12.11292708,0.778,799.00,88.59,0.00,4287.095787,2.25,1.5,0.17,0,1.1,47.3,18,60.2,3.1,41.2
27.11,0.055,12.27594063,0.267,593.05,77.23,0.00,789.87508,8.5,49.75,0.345,2,0,55.8,33.3,76.4,14,27
16.81,0.058,12.63844027,0.331,754.44,62.69,0.00,693.064546,24.75,24,0.75,0,1.1,25.9,16.6,51.4,10.9,30.6
19.67,0.045,11.97007108,0.472,787.94,90.56,0.00,2688.551534,9.85,10.5,0.36,0,0,46.2,11.7,53.3,4.7,35.4
14.2,0.046,12.17492801,0.686,787.94,83.86,0.00,4107.833142,7,8,0.235,0,0,49.4,25.9,70.4,6,38.8
16.38,0.043,10.38171205,1.202,312.86,60.59,0.00,672.1473987,27.6,68.5,7.435,20,8.1,36.8,25.6,58.3,2,38.1
20.21,0.049,12.14573075,0.464,821.08,75.79,0.03,2437.969208,37.1,31.55,10.92,3,5.95,29.6,12.3,31.5,4.7,20.1
17.53,0.056,12.07676548,0.465,826.02,75.39,0.00,1835.693203,29.85,25.25,0.305,6,5,37.5,22.9,36,9.4,20.9
9.94,0.051,12.23722675,0.551,488.79,69.69,0.00,2406.039789,75.75,95,6.91,8,7.75,21.5,18.1,45.1,9.1,34.2
18.57,0.047,12.12538715,0.609,473.45,86.68,0.00,1223.856579,16.6,15.5,0.745,7,0.5,44.6,33.3,40.3,7.3,28.1
15.27,0.042,12.14085089,0.418,506.17,79.42,3.63,1377.490556,16.5,9.85,5.88,7,8.5,29.2,5.5,37.7,6.1,14.8
23.94,0.046,12.06406621,0.512,389.85,79.94,0.34,681.8709837,14.2,41.8,0.185,1,5,47.8,21.4,71.7,10.2,30.1
27.88,0.044,12.13275518,0.499,787.94,90.49,0.00,3339.908089,7.5,7,0.05,0,1,44.7,11.8,61.8,3.7,39
14.57,0.038,11.66349226,1.195,391.08,77.93,0.00,513.3361806,15.6,19.3,2.295,11,1.25,33.1,13.2,54.5,9.7,31.4
23.12,0.070,11.99351264,0.229,787.82,78.83,0.00,848.3523287,17,0,0.6,0,0,37.5,14.3,73.3,11.3,36.3
22.77,0.046,12.21219619,0.145,787.94,93.40,0.00,711.9885826,18.2,1,0.99,0,1.5,57.5,25,71.7,9.6,39
22.77,0.046,12.15802236,0.395,787.94,81.16,0.00,916.7699754,32.55,1,0.92,0,0.2,59.3,27.6,57.7,9.4,27.2
20.04,0.073,11.27142886,0.224,404.58,93.36,0.00,1023.781586,15.5,28,0.55,0,0.5,38.4,7.9,62.2,12.1,28.5
13.36,0.044,12.10051881,0.383,467.19,82.77,0.00,1787.20928,20.05,24.75,5.48,0,0.2,40.7,6.1,65.8,26.6,30.9
13.51,0.050,12.15638315,0.429,487.02,93.76,0.00,788.8954183,10,23.8,1.67,0,10.35,42,22.3,59.4,6.8,27.4
9.64,0.050,12.70430833,0.114,806.21,83.66,0.00,946.9841038,16.15,11.3,0.27,14,1.75,39,37.6,66.6,13.7,24
18.08,0.046,12.0125659,0.753,787.94,82.69,0.00,4044.383573,3.5,6.25,0.745,0,0,26.9,21.9,64.3,5.3,35.7
18.39,0.045,12.06544894,0.485,671.72,97.80,0.00,992.1589477,52.55,15.3,0.45,0,1,48.8,25.1,51.7,11.4,31.5
14.01,0.048,12.19449024,0.492,787.94,79.99,0.00,3691.429139,12.15,13,1.68,7,0,22.3,13,41.8,7.3,26.2
15.13,0.064,11.4259185,0.391,726.64,62.80,0.00,1620.993788,40.9,9.5,0.945,6,10.1,53,20.2,65.9,5.6,39.3
20.97,0.072,11.56790922,0.434,546.11,75.14,0.00,1774.230598,20.85,11.5,1.155,1,5.5,38.4,9.1,44.8,8.6,28.6
24.4,0.044,12.08538401,0.172,540.06,92.31,0.00,865.6201939,3.25,56,0.725,0,0.7,47.3,17.4,58.9,7,40.5
16.99,0.049,12.63753163,0.711,824.29,91.26,0.00,795.7488349,4.5,6,0.135,7,0,51.1,26.8,69,6.4,31.8
25.73,0.044,12.06217904,0.116,540.06,87.03,0.00,607.5091903,2.95,42,0.2,7,0.7,57.7,22.8,51.7,8.7,32.3
13.31,0.046,11.85097115,0.569,787.94,88.33,0.00,3063.418989,12,8.25,0.35,7,5,27.4,11.6,41.2,3.4,34.5
14.57,0.057,12.03649159,0.264,821.08,77.66,0.00,764.9587382,49.5,30.3,0.45,3,0,52,27.2,64.1,10.4,36.8
19.41,0.044,12.0688233,0.262,736.78,89.27,0.00,856.5602869,0,0,0.1,7,5,42.9,18.2,64.3,11.7,38.1
20.58,0.039,11.8087939,2.107,391.08,90.43,0.00,1403.85703,7.3,13.4,0.95,15,0.2,50,23.8,61.6,4.5,22.3
18.37,0.061,14.18480361,0.654,796.65,28.74,0.35,1888.972913,28.85,15.6,2.335,4,7,24.1,9.1,26.4,12.2,17.4
24.73,0.045,12.12263212,0.139,540.06,90.76,0.00,753.4769778,17.15,22.3,2.305,0,0.2,51.4,21.9,54.5,7.1,36.8
16.4,0.061,13.72939957,0.289,733.95,76.54,0.00,1749.336808,0,9,0.1,0,0,49.5,32.2,77.4,14.8,38.1
14.56,0.057,11.89284869,0.653,765.09,64.04,0.28,1992.596036,23.25,120.35,0.47,3,2.5,44.2,52.7,54.6,3,27.5
16.4,0.060,13.09601855,0.059,1013.22,72.38,851.98,253.7564485,14,135.25,0.5,3,14.5,58.8,57.8,69.9,14.8,22.3
17.15,0.049,12.22974497,0.692,416.25,69.97,0.00,1620.983049,51.7,96.05,5.665,7,9.55,42.5,11.9,32.6,8,23.1
15.99,0.060,13.57935178,0.257,860.21,61.68,0.00,1429.167229,17.4,17.3,0.6,2,2.5,15.6,9.3,61.3,10,19.9
21.37,0.043,12.09235616,0.155,804.34,84.71,0.00,923.6548731,0,4,0,7,5.6,41.9,19.7,57.9,7,37.3
13.25,0.048,12.10066494,0.539,471.41,83.63,0.00,3203.622314,22.6,15,5.46,0,4.9,54.6,26.9,58.9,5,29.5
19.54,0.061,13.94682843,0.045,733.95,51.69,2.54,459.6789104,3.15,30,0.3,0,1,47.9,23.8,63.6,7.1,29.3
23.66,0.073,11.3526759,0.387,404.58,94.47,0.00,1136.073315,13.5,0,0.21,1,2,47.4,15.3,70.5,7.9,41
17.53,0.073,11.30150545,0.286,404.58,90.87,0.00,973.7088486,12,14,0.26,1,1,48.2,16.7,80.4,10.4,35.8
16.73,0.059,13.13795795,0.093,936.07,64.95,1671.72,178.0834685,24,21.8,5.26,0,10.7,25.1,10.3,46.4,6.3,11.5
20.24,0.046,11.31087395,0.409,389.85,78.53,0.00,1219.929615,5.95,44.3,0.35,11,3,43.3,15.8,57.4,12.5,31.5
15.08,0.043,10.32175868,0.651,312.86,70.54,0.00,537.2402406,14.8,47.55,5.68,19,8.3,47.3,17.6,68.3,8.4,33.3
17.31,0.043,11.99002053,0.402,339.04,84.93,0.16,982.2408098,7,88.8,2.39,0,2.5,25.1,10.9,42.5,8.4,23
24.68,0.043,12.10598268,0.387,459.74,91.74,0.00,785.4332063,1.3,25.4,3.07,0,4,47.8,10.5,56.7,9,29.7
21.04,0.031,8.834295471,0.321,110.41,93.49,0.00,722.3796788,35.6,96.75,0.705,11,8.25,43,6.2,65.1,8.7,23.3
16.64,0.049,12.15909476,0.579,678.37,95.54,0.00,1555.237454,7.2,1.5,2.16,0,3,50.5,23.9,48.4,14.8,27
16.87,0.045,11.91465003,0.089,787.94,87.39,0.12,1361.779481,4.65,21.05,1.06,7,1,25.6,16.3,40.1,2.5,26.8
16.96,0.049,12.27012997,0.765,673.50,91.80,0.00,1842.854967,1.7,6,0.485,0,0,44.5,29.2,40.8,10.4,33
16.15,0.044,11.97286678,0.752,787.94,89.38,0.00,4052.921203,16.6,10.5,0.185,0,0,50.6,17.9,62.8,NA,38.9
11.42,0.045,12.08083341,1.036,787.94,90.20,0.00,1945.209817,18.15,0,0.255,0,4,46.4,36.8,80.8,NA,36.6
14.91,0.052,11.80374462,0.271,685.63,66.30,0.00,989.4093939,37,47.55,0.54,6,1.9,25.8,35.9,57.1,10,42.1
18.39,0.045,12.06544894,0.505,671.72,97.02,0.00,1143.072256,62.85,15,1.06,0,0.5,49.1,28.4,52.2,7.7,23.2
16.39,0.032,9.145972972,0.198,110.41,71.65,0.09,595.5620602,89.25,39.25,13.925,12,17.95,43.5,27.3,44.7,4.8,25.5
20.19,0.047,12.00080859,0.365,514.70,89.27,20.53,781.7199888,26.4,15,0.85,7,0.5,48.4,15.3,59.1,6.1,32.3
19.94,0.061,13.28373456,0.081,870.23,69.16,194.66,354.300637,0,175.7,0.87,4,6,43.4,33.8,67.6,5.3,15.6
12.21,0.046,11.97049735,0.442,422.17,75.69,0.00,1839.069924,31.35,29,1.155,7,11,33.1,21.3,54.7,6,26.8
10.73,0.049,12.87564539,0.774,787.94,52.98,0.00,1546.351247,12.85,30.3,2.575,8,0,44.6,50.8,61.9,14,34.8
17.37,0.046,12.08083341,0.866,787.94,90.28,0.00,1977.772749,24.9,0,0.36,0,0,59,28.3,67.6,5.6,32.2
20.59,0.061,13.76963427,0.437,796.65,90.47,0.00,406.3482261,2.05,9,0.475,0,3,36.8,23.6,46.6,7,22.8
17.79,0.050,12.19858018,0.263,300.57,73.01,0.00,889.239027,5,15.5,1.745,2,10.35,38.5,16.5,56.4,7.6,26.8
20.85,0.064,11.6846695,0.607,726.64,62.56,0.00,1159.363223,37,0,0.445,0,0.3,31.7,21.8,50.6,8.3,28.6
21.12,0.054,11.84684504,0.784,440.68,64.79,0.00,2837,7,23,0.3,26,0,43.5,52.8,56.6,28.8,31.8
19.02,0.069,12.26888053,0.165,853.67,45.91,0.00,1818.467497,50.45,159,8.66,1,33.2,35.6,12.4,34.4,3.6,13
16.96,0.049,12.05688492,1.384,678.37,90.48,0.00,1093.385829,1.6,0.3,0.28,0,4.5,46.8,16.8,53.7,13.7,27.7
22.77,0.046,12.09845951,0.463,787.94,88.46,0.00,900.6286739,33.15,1,0.285,0,0,67.8,29.6,69.7,6.5,28.9
18.65,0.043,12.38808685,1.558,311.79,88.73,0.02,4995.974322,1.4,3,0.805,7,1.45,36.3,6.9,41.5,9.3,21.3
29.96,0.058,12.57447132,0.224,662.82,49.17,95.94,1064.346944,1.3,36.7,0.75,0,0,35,18.3,49.8,11,17.5
15.94,0.043,10.28523495,0.615,312.86,74.59,0.00,962.4120271,4.6,46.6,3.705,19,5.25,41.5,20.5,58.6,13.9,23.4
18.28,0.044,12.0879027,0.205,280.67,64.05,0.00,806.7372663,25.85,26.55,3.39,7,4.7,36.8,11.2,56.1,9.8,23.2
24.24,0.046,12.03943263,0.142,380.45,92.95,0.00,747.02487,15.1,25.8,0.325,7,4.75,50.8,14.2,44.3,5.8,25.9
22.84,0.060,13.86304662,0.636,733.95,41.85,6.33,389.6005491,9,25,0.3,0,0,37.9,9.8,61.5,11,14.8
17.53,0.057,12.04124577,0.152,821.08,82.34,0.02,1571.765237,36.6,39.85,2.33,3,6.25,38.2,14.5,35.4,10.6,16.3
13.99,0.059,13.31905648,0.709,889.21,46.35,6.89,882.0169011,0.5,2.5,1.36,0,0.5,39.8,15.9,58.2,13.6,29.4
11.8,0.050,12.12011834,0.721,678.37,91.26,0.00,2529.849791,12.5,4.05,1.56,0,17,49.1,27.6,54.7,10.3,27.5
18.84,0.044,12.08997374,0.806,497.02,86.92,0.00,3286.079446,100.4,38.3,3.5,0,2.5,45.9,13.3,36.8,3,37.8
17.52,0.059,13.18091991,0.042,869.91,59.75,1452.97,281.8872413,5,18.5,2.41,4,7.75,29.5,17.7,53.7,10.7,18.8
16.27,0.043,12.12536191,0.149,459.74,73.32,0.00,778.8868815,4.15,30.1,3.02,7,2.5,39.2,9.5,46.6,10.7,17.3
19.64,0.060,13.22866836,0.046,978.05,54.71,1070.92,250.2168104,19,66.5,0.535,4,5,36.4,21.1,53.5,24.5,20.8
24.47,0.044,12.0941273,0.093,830.92,92.60,0.00,482.1919166,5.75,2.5,0.535,0,3.5,45.4,18.1,67.7,8.7,30.9
22.77,0.045,12.00225165,0.112,787.94,97.34,0.00,591.1333929,21.35,7.75,0.135,0,3.25,59.8,19.3,71.6,7.7,37.5
17.02,0.061,11.46729707,0.314,365.81,76.65,0.00,3203.755909,20.5,117.55,10.23,0,9.7,31.1,10.3,37.7,8.4,24.5
21.11,0.040,11.69431502,0.417,339.04,35.06,0.00,1020.363521,4.75,24.25,6.99,21,5.95,20.1,2.2,85.4,20.2,NA
22.72,0.045,12.00225165,0.164,787.94,95.93,0.00,706.3017526,58.45,38,0.23,0,5,58,21.3,66.1,3.8,50.9
16.19,0.044,12.09151255,0.933,280.67,86.90,0.00,2417.876435,9.25,17.25,0.76,7,3.1,37.6,13.9,49.9,4.9,22.2
20.14,0.045,12.0084908,0.647,787.94,84.47,0.00,2867.931729,4.6,0,0.15,0,2,51.1,28.1,55.7,9.9,32.4
23.93,0.046,12.05553415,0.122,514.47,93.04,0.00,849.3485748,24.5,20,0.525,7,1,35.7,20.1,57.5,6.1,23.6
22.77,0.046,12.09940492,0.215,787.94,92.36,0.00,667.0754392,28.4,0.3,0.255,0,0.5,56.4,25.2,73.4,11.2,37.3
20.89,0.060,13.82694814,0.816,733.95,73.02,0.00,1581.116435,0,0,0.27,0,0.6,42.7,12.8,72.3,5,27.1
21.26,0.044,12.10418364,0.165,787.94,91.89,0.00,1104.590501,12.85,2.6,0.47,0,2,41.7,8.8,66.3,9.3,45.1
18.97,0.064,13.71023517,0.207,546.33,80.40,3.90,432.9133364,18.25,18.5,0.185,0,0,51.7,22.8,75.7,10.6,23.8
13.56,0.043,12.11029674,0.265,320.11,83.18,0.06,676.9743142,11.9,71.75,3.225,7,8,28.5,2.8,57.8,12.3,15.3
17.17,0.067,13.10743766,0.805,509.97,85.45,0.00,1442.051154,4.5,10.2,0.01,3,1.2,48.6,15.6,52.4,10.4,26.2
10.73,0.048,12.87564539,0.949,787.94,25.64,0.06,1750.291405,16.75,26.65,3.04,7,0,40.8,38.2,57.1,11.3,27.1
22.77,0.046,12.0527736,0.514,787.94,96.52,0.00,700.7129571,23.5,0,0.17,0,4,53.4,21.2,66.3,8.9,38.2
18.77,0.054,11.32939298,0.533,891.92,74.21,0.04,802.9393748,0.6,1.05,0.635,8,0.95,49.5,14.2,80.7,10.3,27.7
17.1,0.045,8.964823547,0.653,247.72,79.44,40.45,2006.453572,14,47.75,1.11,20,10.25,30.6,10.7,65.9,13.3,23.7
17.27,0.060,13.91021164,0.052,733.95,84.77,0.00,194.2056816,2.85,20,2.075,0,1,61.1,21.3,80.2,8.3,19.3
19.34,0.065,11.86110213,0.255,726.64,61.32,0.00,1006.633174,37.1,1,0.225,0,0,49.8,39.2,70.5,12.1,41.7
22.77,0.046,12.09845951,0.346,787.94,94.19,0.00,764.5098357,49.7,0,0.44,0,0.2,55.8,33,73.7,10.2,36
21.12,0.046,9.145303817,0.803,265.26,34.93,0.00,1145.513234,95.1,74.15,1.66,18,0,29,40.1,83.7,NA,23.1
20.82,0.065,11.67857435,0.159,726.64,78.94,0.00,1443.169452,53.5,1,1.605,4,0.75,22,16.2,27.6,5.6,22.9
7.91,0.048,12.39952871,0.484,787.94,15.83,0.00,686.0065785,12.95,16.45,1.535,7,15.2,25.3,7.3,93.2,37.4,29.1
19.84,0.062,13.76011002,0.089,522.16,69.50,1233.75,297.8881037,10,38,0.56,2,0.1,43.9,26.1,62.3,8.7,24
13.53,0.062,11.52481034,0.292,726.64,66.76,0.00,2529.147605,36.5,35.8,0.51,4,2,18.8,29.2,45.6,7.3,30.1
17.01,0.049,12.05932002,0.602,787.94,73.58,0.00,2100.439241,10.5,1.3,0.4,0,2,28.7,31.7,42.2,6.3,22.5
17.81,0.058,12.88889973,0.090,754.44,81.84,0.00,619.3817663,22.2,4.5,0.81,1,2.8,51.1,18,64.4,6,35.1
27.87,0.040,11.70376562,0.308,339.04,81.02,0.00,939.6370893,7,6.5,0.375,10,0,42.7,26.3,63.3,15.1,14.5
20.8,0.060,13.54116448,0.253,796.65,71.55,0.00,755.6744916,13.5,3.75,2.195,0,5,37.2,15.2,48.8,7.5,28.1
19.04,0.059,12.69293611,0.272,754.44,86.75,0.00,1794.433982,3.1,7.6,1.025,1,1.3,24.6,17.6,46.1,6,28.8
21.35,0.059,12.78254829,0.057,902.87,65.73,1942.49,270.9718325,6.35,3.8,0.125,0,5,32,13.9,47.5,14.6,17
21.12,0.073,11.44945867,1.211,404.58,88.21,0.00,1866.632367,12.35,0,0.055,0,2,44,18.7,69.4,12.5,21.8
19.97,0.065,15.80216134,0.857,625.12,54.61,0.00,624.7217058,4.25,16,2.815,0,2,29.2,5.5,73.7,16.7,22.5
11.07,0.051,11.94222572,0.378,488.79,78.32,0.00,1901.069575,50.4,44,1.155,6,1,29.9,22,34.8,6.1,30.7
12.41,0.054,12.13820885,0.652,829.05,72.95,0.00,4005.907407,19.7,27.05,0.155,5,3.75,24.9,19.1,40.3,6.9,20.1
19.24,0.054,11.30011093,1.197,891.92,89.55,0.00,848.3575155,15.7,19.25,0.085,6,0.5,46.7,15.5,80.1,17.4,31
19.99,0.073,11.20836536,0.247,404.58,89.83,0.00,1046.466563,19,14,0.5,0,0.5,39.1,6.7,57.5,12,24.8
17.83,0.064,11.50541661,0.153,726.64,76.90,0.00,2019.798812,42.95,49.5,1.425,4,2.5,27.4,8,37.4,9,20.3
23.93,0.046,12.03639575,0.850,663.66,76.76,0.00,1127.093603,25.6,2.3,1.235,7,0,55.3,19.4,64,8.4,31
12.37,0.048,12.35408718,1.378,787.94,81.87,0.00,713.5800629,9.2,4,0.5,0,0.7,44.7,46.5,71.8,6.2,40.5
18.29,0.064,11.40523782,0.113,726.64,85.59,0.00,1344.169027,39.45,14,0.265,0,3.75,29,11,44.3,7.1,22.1
